state,LEAID,tot_pop,young_pop,young_pov_pop
NJ,02880,"16,908",862,85
NJ,15750,"4,041",289,13
NJ,15810,799,71,7
NJ,15840,"1,307",132,17
NJ,15870,"6,985",744,87
NJ,15900,"22,591","4,773",205
NJ,15960,"12,952","1,292",123
NJ,15990,"15,398","1,915",94
NJ,16020,"6,811",754,45
NJ,16080,"41,163","7,079",492
NJ,16110,"15,378","3,869",199
NJ,16170,"5,914",628,18
NJ,00004,"20,262","4,294",79
NJ,16200,"20,312","1,710",106
NJ,16230,"114,149","19,199","2,118"
NJ,16260,"10,938","1,068",98
NJ,16290,"90,533","16,272","4,108"
NJ,16320,"3,643",236,36
NJ,16350,"5,738",882,72
NJ,16380,"66,470","10,983","3,773"
NJ,16440,"6,556",483,15
NJ,16500,"59,393","8,333",678
NJ,16530,"7,619",963,176
NJ,16560,"9,031","1,687",61
NJ,16590,"3,443",502,34
NJ,16620,"8,336","1,212",46
NJ,16650,"12,592","2,173",121
NJ,16680,"9,225","1,003",222
NJ,16710,"22,567","3,437",228
NJ,16740,"14,423","2,486",63
NJ,16800,"60,573","11,168","1,898"
NJ,16830,"31,086","3,255",211
NJ,16860,"10,038","1,787",76
NJ,16890,"26,597","4,097",172
NJ,16920,"11,844","1,469",181
NJ,16870,"18,731",792,62
NJ,16950,"11,186",993,84
NJ,16970,"24,786","1,676",155
NJ,16980,"15,936","1,961",61
NJ,17010,"7,372",579,80
NJ,17040,697,76,6
NJ,17070,"49,029","8,461",529
NJ,17130,"18,258","2,189",70
NJ,17160,"6,557",512,34
NJ,17190,"6,454",698,33
NJ,17220,"31,049","1,767",54
NJ,17250,"10,427","1,553",134
NJ,17280,"54,211","8,866",500
NJ,17310,"16,666","1,981",300
NJ,17340,"2,299",214,7
NJ,17400,"1,014",33,3
NJ,17430,"22,357","3,288",254
NJ,17460,"22,873","1,930",64
NJ,17490,"8,610",820,73
NJ,17520,"24,573","3,538",204
NJ,17550,"38,716","2,557",59
NJ,17580,"51,277","7,200","2,328"
NJ,17610,"48,345","7,708",741
NJ,17670,542,44,3
NJ,17700,"53,426","9,983",267
NJ,17730,"9,169","1,054",85
NJ,17760,"30,858","6,872",129
NJ,17790,"4,295",355,63
NJ,17820,"20,526","3,159",137
NJ,17850,"2,618",277,37
NJ,17880,"7,265",706,95
NJ,17910,"4,652",453,28
NJ,17940,"5,179",689,176
NJ,17970,"3,114",320,30
NJ,18000,"32,055","4,957",868
NJ,18030,"1,415",166,11
NJ,18060,"39,929","6,503","1,001"
NJ,18300,"10,117","1,568",98
NJ,18090,"2,137",337,114
NJ,18120,"103,356","15,768","1,261"
NJ,18150,"10,035","1,684",376
NJ,18180,"3,120",257,12
NJ,18210,"6,116",788,22
NJ,17640,"13,295","1,304",203
NJ,18240,"1,552",110,10
NJ,18270,"2,904",622,183
NJ,18330,"7,886","1,390",126
NJ,18360,"16,552","2,266",44
NM,00030,"44,763","6,490","1,434"
NM,00060,"679,627","107,346","19,264"
NM,00090,902,125,42
NM,00120,"19,137","3,905",676
NM,00150,"16,532","2,969",826
NM,00180,"28,825","4,976","1,263"
NM,00210,"25,726","3,771",725
NM,00240,"15,886","3,172","1,101"
NM,00270,"4,667",565,131
NM,00300,"39,996","7,604","1,264"
NM,00330,"1,517",193,60
NM,00390,"29,356","5,878","2,071"
NM,00420,"2,811",404,82
NM,00480,"3,312",404,62
NM,00510,"3,566",519,147
NM,00540,"3,372",425,118
NM,00570,"44,985","8,319","1,908"
NM,00600,"7,474","1,141",280
NM,00630,414,50,18
NM,00660,"3,968",685,224
NM,00690,"25,532","4,882","1,757"
NM,00720,524,98,18
NM,00750,"4,285",726,244
NM,00790,586,120,31
NM,00810,"3,730",930,235
NM,00840,383,79,23
NM,00900,"36,877","6,178","1,322"
NM,00930,"4,261",653,183
NM,00960,"3,294",713,120
NM,00990,"59,219","11,870","3,016"
NM,01020,454,90,22
NM,01050,"1,680",284,78
NM,01080,"67,032","14,363","4,157"
NM,01110,"64,438","14,158","5,062"
NM,01140,294,45,8
NM,01170,"26,952","4,817","1,436"
NM,01200,"1,984",423,177
NM,01230,"4,959","1,167",296
NM,01260,"50,258","11,053","2,418"
NM,01290,903,151,30
NM,01320,264,37,10
NM,01350,"2,262",498,111
NM,01380,"1,388",211,55
NM,01410,"5,147",791,140
NM,01470,665,137,31
NM,01500,"161,052","26,821","4,943"
NM,01530,"12,626","1,638",464
NM,01590,"1,194",147,36
NM,01620,"3,172",560,161
NM,01650,"19,330","3,202",92
NM,01680,"50,554","9,208","1,997"
NM,01710,"1,941",445,60
NM,01740,"16,004","3,739",795
NM,01770,"2,750",533,249
NM,01800,389,68,19
NM,01830,"1,077",194,45
NM,01980,"2,769",339,115
NM,01860,"3,527",456,145
NM,01890,"22,822","3,662",687
NM,01920,221,16,3
NM,01950,"1,789",239,78
NM,02010,"4,733",584,130
NM,02040,"2,978",440,108
NM,02070,"9,756","1,607",234
NM,02100,"17,364","3,055",841
NM,02130,"2,149",201,67
NM,02160,"3,928",509,146
NM,02190,"7,033",974,292
NM,02220,"1,811",192,62
NM,00010,"107,893","20,128","1,659"
NM,02250,"57,504","11,289","3,837"
NM,02280,372,42,13
NM,02310,"13,056","1,879",539
NM,02340,409,68,11
NM,02370,"128,402","15,901","2,469"
NM,02400,"4,342",636,177
NM,02430,"20,415","2,865",701
NM,02460,"11,302","1,728",556
NM,02490,"1,652",181,52
NM,02520,"26,969","3,472",940
NM,02550,"1,193",251,65
NM,02580,"1,981",430,100
NM,02610,"11,502","1,365",554
NM,02640,"6,750","1,116",373
NM,02670,"8,867","1,714",609
NM,00001,512,90,30
NM,02730,512,56,19
NM,01560,"9,723","1,243",391
NM,02800,"7,345","1,515",490
NY,02370,"6,697","1,281",210
NY,05040,"8,549","1,313",204
NY,02400,"3,649",552,99
NY,02430,"9,249","1,415",157
NY,02460,"98,876","11,755","3,334"
NY,02520,"14,000","1,841",412
NY,02550,"12,838","1,801",121
NY,02580,"5,043",850,94
NY,02670,"3,594",553,103
NY,02700,"7,102",596,65
NY,00015,"8,799","1,219",167
NY,02820,"7,183","1,237",298
NY,02880,"2,233",305,34
NY,02920,"24,186","3,546",399
NY,02940,"27,460","3,689",410
NY,02970,"25,306","4,042","1,114"
NY,03000,"1,029",66,12
NY,03030,"1,960",298,46
NY,03180,"11,244","2,369",76
NY,03210,"3,812",488,61
NY,03240,"2,849",415,57
NY,03270,"57,358","8,646",635
NY,03420,"11,620","1,419",108
NY,16170,"9,021","1,176",225
NY,03480,"32,476","4,394","1,069"
NY,00016,"18,385","2,861",183
NY,03630,"3,314",545,101
NY,03660,"6,955",954,64
NY,03720,"11,893","1,779",61
NY,03810,"5,111",810,151
NY,03840,"34,284","5,401",373
NY,03870,"37,556","6,202",462
NY,03930,"31,274","4,291",404
NY,03960,"4,740",804,111
NY,03990,"18,469","2,612",457
NY,04050,"10,436","1,516",234
NY,04080,"35,346","6,022",485
NY,04110,"13,840","2,176",61
NY,04140,"27,606","2,944",313
NY,04200,"5,614",981,119
NY,19950,"28,694","4,579",592
NY,04290,"13,284","1,996",362
NY,04350,"2,235",384,83
NY,04370,"3,258",578,120
NY,04410,"12,638","1,044",37
NY,19020,"70,950","6,039",160
NY,04530,"4,814",715,88
NY,04620,"6,320",853,111
NY,04650,"6,243",852,85
NY,04710,"28,530","4,682",149
NY,04740,"19,469","3,025",120
NY,04870,"48,254","6,265","1,618"
NY,04800,466,71,2
NY,24630,"6,822","1,432",37
NY,00012,"4,222",722,127
NY,05010,"1,707",142,20
NY,01189,"3,951",470,51
NY,05220,"1,897",296,69
NY,27960,"5,833","1,085",216
NY,05280,"90,141","16,248","1,824"
NY,05310,"21,772","3,130",225
NY,05340,"7,411","1,344",31
NY,05370,"2,451",336,22
NY,05460,"24,757","3,898",231
NY,00005,"11,081","1,765",244
NY,05580,"25,968","3,682",468
NY,05610,"4,269",576,131
NY,05640,"6,613","1,564",36
NY,05670,"1,221",238,47
NY,15780,"23,581","3,543",208
NY,05520,"8,366","1,223",125
NY,05820,"4,941",917,190
NY,05850,"277,313","45,383","15,779"
NY,05940,"19,408","3,474",146
NY,06060,"11,781","2,480",99
NY,06090,"7,098","1,016",64
NY,06160,"9,852","1,231",225
NY,06180,"5,578",854,72
NY,06210,"6,263",873,110
NY,06240,"12,806","2,088",354
NY,00020,"5,153",824,137
NY,06300,"6,504","1,210",235
NY,06330,"26,989","3,748",309
NY,06360,"1,510",251,42
NY,06390,"9,407","1,403",192
NY,06420,"4,958",800,125
NY,00124,"5,662",934,165
NY,06470,"12,496","1,359",157
NY,06540,"9,558","1,457",82
NY,06570,"29,477","4,038",225
NY,06630,"17,943","3,478",557
NY,06660,"6,354",955,189
NY,06690,"5,639",970,147
NY,06720,"12,111","1,377",242
NY,06750,"6,483","1,115",161
NY,06780,"9,992","1,483",101
NY,06840,"8,014","1,314",72
NY,06870,"39,975","6,657",757
NY,06900,"24,735","3,893",565
NY,01087,"13,812","2,172",413
NY,06990,"16,719","3,714",100
NY,07050,"3,053",435,112
NY,07080,"3,030",518,83
NY,07110,"9,225","1,184",122
NY,00018,"5,265",702,101
NY,07170,"2,901",466,68
NY,07230,"21,281","2,709",533
NY,18600,"18,790","2,365",407
NY,27000,"11,380","1,553",304
NY,07260,"9,171","1,543",141
NY,07290,"12,125","1,833",177
NY,00006,"3,917",565,125
NY,07380,"6,724","1,025",93
NY,07470,"13,398","1,948",166
NY,07530,"27,810","4,441",420
NY,07560,"3,265",538,89
NY,07590,"30,276","5,245",251
NY,20340,"49,272","8,333",413
NY,07680,"12,150","1,569",282
NY,07710,"1,967",258,59
NY,07770,"11,664","1,374",124
NY,07860,"5,500","1,032",182
NY,07890,"3,213",658,101
NY,00010,"13,241","1,735",308
NY,07980,"18,083","2,128",496
NY,08010,"8,474","1,864",50
NY,08100,"2,497",378,57
NY,08130,"37,214","6,489",180
NY,08160,"38,938","5,841",219
NY,08250,"6,071",702,75
NY,08280,"2,743",504,87
NY,08310,"31,600","4,875",537
NY,08370,"7,667","1,145",158
NY,08400,"32,558","5,065",608
NY,08430,"17,535","3,285",186
NY,08460,"22,815","2,595",448
NY,08490,"12,208","1,214",145
NY,08580,"9,604","1,756",82
NY,08610,"2,041",276,40
NY,32010,"6,209",997,200
NY,21450,"4,551",628,127
NY,08790,"9,736","1,439",257
NY,08850,"2,253",344,56
NY,08880,"26,481","4,232",257
NY,08910,"7,739",781,115
NY,09030,"15,802","2,089",280
NY,09060,"3,364",526,99
NY,09120,"9,717","1,803",88
NY,00001,"4,888",812,151
NY,09210,"9,688","1,437",201
NY,09240,"1,802",197,34
NY,09330,"12,185","1,746",252
NY,09360,"4,789",716,49
NY,09390,"6,123","1,095",272
NY,09420,"14,136","2,134",600
NY,09540,"12,953","2,088",101
NY,04920,"6,711",942,78
NY,09630,"31,139","4,793",334
NY,09660,"11,476","1,596",115
NY,09690,"27,170","3,306",571
NY,09720,"25,292","4,037",144
NY,09840,"52,133","7,825",389
NY,09870,"6,517","1,122",43
NY,09900,"5,552",866,50
NY,27810,"135,807","37,358","13,368"
NY,09930,"8,770","1,178",191
NY,09960,"10,010","1,362",62
NY,09990,"21,925","3,320",396
NY,10050,"9,095","1,823",86
NY,10080,"19,996","3,296",120
NY,00125,"19,065","3,132",137
NY,10170,"9,805","1,523",103
NY,10200,"7,771","1,871",58
NY,10230,"1,401",114,18
NY,10260,"2,849",442,70
NY,00003,"3,252",553,93
NY,10380,"2,495",433,45
NY,10410,"4,634",602,78
NY,10500,"12,539","1,689",384
NY,10530,"3,146",478,70
NY,10560,"43,811","6,749","1,551"
NY,10590,"6,614","1,037",158
NY,10620,"52,668","3,862",362
NY,10650,"9,534","1,307",159
NY,10680,"13,552","2,231",91
NY,16560,"16,607","2,321",290
NY,10860,"4,827",828,55
NY,10890,"40,842","6,341",394
NY,10920,"6,918","1,167",191
NY,10950,"12,225","1,871",648
NY,10980,"41,074","5,735",298
NY,18330,"26,237","4,941",223
NY,11070,"5,048",878,179
NY,21540,"1,045",101,9
NY,11100,424,61,1
NY,11160,"20,505","1,694",71
NY,25320,"5,173",859,70
NY,11190,"8,650","1,487",196
NY,11250,"3,654",518,73
NY,11280,"5,457",487,58
NY,11310,"2,912",415,75
NY,11370,"5,388","1,071",279
NY,11400,"6,813","1,046",125
NY,11430,"1,906",256,56
NY,11460,"25,810","1,970",90
NY,11490,"4,421",756,144
NY,11520,"12,848","1,537",232
NY,11550,"41,318","6,488",905
NY,11610,"4,770",826,123
NY,11640,"2,041",353,98
NY,11670,"38,263","5,454",465
NY,11700,"19,666","3,369",768
NY,11730,"6,963","1,057",100
NY,11740,"5,433",979,52
NY,11760,"23,191","4,467",69
NY,11860,"2,819",414,17
NY,11880,"33,534","4,610",570
NY,11910,"9,017","1,671",261
NY,00017,"3,621",537,123
NY,11940,"11,150","1,132",134
NY,11970,"17,216","2,260",375
NY,22100,"2,238",371,62
NY,12030,"4,724",578,62
NY,04757,"2,753",361,72
NY,12120,"2,437",311,69
NY,12180,"28,266","3,725",426
NY,12240,"15,390","2,090",365
NY,02310,"2,354",322,80
NY,12270,"18,364","2,869",794
NY,12300,"9,698","1,622",205
NY,12330,"19,414","3,131",242
NY,12360,"10,376","1,626",334
NY,12390,"10,861","1,338",257
NY,07020,"21,309","3,424",220
NY,12450,"7,071","1,057",228
NY,12510,"48,010","8,477",619
NY,12630,"82,334","12,277","1,846"
NY,12660,"2,924",310,56
NY,12720,"22,518","2,399",253
NY,12750,"6,477","1,026",147
NY,12840,"5,110",647,99
NY,12870,"8,290","1,160",142
NY,12900,"6,582",967,77
NY,12960,"5,967",797,65
NY,13020,"5,753",893,137
NY,13080,"37,856","5,413",348
NY,13110,"6,156",769,128
NY,13230,"5,602",810,53
NY,13290,"48,422","8,284",336
NY,13350,"24,693","3,808",197
NY,13380,"6,827",564,50
NY,13440,"1,821",298,61
NY,13470,"3,878",475,80
NY,13530,"14,591","2,108",172
NY,13560,"2,507",339,89
NY,13590,"7,869","1,359",341
NY,13620,"18,669","3,168",101
NY,13710,"4,913",863,151
NY,13740,"28,034","5,100",328
NY,13770,"2,215",336,61
NY,13830,"2,947",439,79
NY,13950,"9,165","1,805",62
NY,13980,"22,775","3,458",113
NY,14010,"49,327","8,316","1,235"
NY,14130,"48,435","8,076","1,652"
NY,14190,"17,003","2,490",217
NY,14220,"9,455","1,304",295
NY,14250,"2,639",527,104
NY,14280,"25,281","4,141",173
NY,14310,"4,195",991,135
NY,31710,"22,084","4,737",267
NY,14340,"41,691","5,657",484
NY,14400,"12,998","1,801",162
NY,14430,"13,035","2,019",129
NY,14460,"27,731","4,841",321
NY,14490,"2,759",440,82
NY,14550,"6,782",952,93
NY,14580,"9,053","1,536",198
NY,14610,"7,251",990,180
NY,14640,"11,880","1,955",185
NY,14670,"5,890",701,61
NY,14700,"13,551","2,384",131
NY,14730,"6,458",968,105
NY,14760,"7,698","1,244",208
NY,14820,"10,334","1,684",334
NY,14850,"26,787","4,393",389
NY,14940,"15,551","1,747",353
NY,14970,"15,567","2,194",414
NY,15060,"3,930",538,92
NY,15090,"35,856","5,029",414
NY,15180,"33,550","3,777",465
NY,15270,"1,366",143,17
NY,15300,"24,948","4,232",777
NY,15330,356,35,9
NY,15360,"17,297","2,549",127
NY,15450,"9,596","1,857",50
NY,15480,"8,923","1,181",88
NY,15510,"15,390","2,423",124
NY,15540,"19,525","3,098",165
NY,15570,"69,799","5,918",650
NY,15630,"29,967","4,643","1,555"
NY,09090,"19,135","3,092",274
NY,00007,"3,114",737,237
NY,15720,"1,749",212,38
NY,15810,"17,395","3,158",189
NY,15870,"2,357",282,48
NY,15900,"19,234","2,653",523
NY,15980,"11,092","1,630",255
NY,15990,"8,241","1,197",150
NY,16080,"17,795","3,302",118
NY,16140,"1,155",120,11
NY,16200,"4,946",742,82
NY,16230,"66,211","8,900","1,075"
NY,15210,"13,558","1,824",189
NY,16260,"22,324","3,356",95
NY,16290,"52,833","6,884","1,126"
NY,04758,"33,218","12,422","5,711"
NY,16380,"3,076",610,106
NY,16410,"5,130",730,141
NY,16440,"19,875","3,270","1,146"
NY,16470,"6,774",791,74
NY,16500,"6,071",700,87
NY,16530,894,76,11
NY,16620,"35,495","5,679",309
NY,16680,"43,971","6,526",349
NY,16710,"7,839","1,355",114
NY,16740,"17,157","2,642",687
NY,16800,"2,451",312,64
NY,16830,"38,978","8,483",754
NY,16950,"8,491","1,292",125
NY,17130,"5,537",921,137
NY,17160,"46,182","7,303",278
NY,17190,"18,364","2,306",191
NY,17220,"10,786","1,733",389
NY,17380,"41,708","6,240",384
NY,17430,"4,162",660,79
NY,17460,"6,789","1,136",212
NY,17520,"52,058","7,627",869
NY,17580,"3,346",500,66
NY,17640,"10,507","1,509",140
NY,17670,"35,658","5,198","1,113"
NY,17700,"16,114","2,706",144
NY,17730,"40,505","4,438",287
NY,17760,661,67,12
NY,19230,"67,902","9,142",708
NY,17820,"8,624","1,541",287
NY,17880,"2,431",381,71
NY,17910,"18,311","3,178",124
NY,17940,"3,828",590,119
NY,17970,"4,108",697,140
NY,18030,"6,780","1,086",237
NY,18080,"3,009",531,107
NY,18090,"4,376",705,98
NY,18120,"25,876","4,130",257
NY,18150,"14,816","2,565",262
NY,18180,"17,596","2,272",388
NY,18210,"15,566","2,398",143
NY,18240,"30,777","5,985",336
NY,24270,"5,964",824,66
NY,18270,"16,396","3,216",108
NY,18450,"4,566",862,147
NY,18480,"10,125","1,634",104
NY,18510,"3,630",388,71
NY,18540,"5,481",847,92
NY,18570,"13,344","1,958",173
NY,18630,"46,561","7,761",166
NY,18660,"16,632","2,663",521
NY,00021,"9,357","1,238",76
NY,18750,"5,890",910,118
NY,18840,"3,334",559,85
NY,18900,"10,388","1,528",206
NY,18960,"10,695","1,537",315
NY,18990,"3,965",502,49
NY,19110,"18,022","1,596",42
NY,19170,"12,311","2,193",400
NY,19200,"61,596","9,404",586
NY,19260,"5,511",681,110
NY,19320,"45,663","7,581","1,241"
NY,19350,"2,807",337,48
NY,19380,"7,824","1,196",96
NY,19410,"15,154","2,633",66
NY,19500,"25,661","3,236",167
NY,19530,785,86,15
NY,19560,"23,203","4,035",317
NY,19650,"39,605","8,333",828
NY,19710,"4,319",488,42
NY,19740,"23,421","3,617","1,111"
NY,19800,"7,110",971,186
NY,19830,"4,683",617,116
NY,19860,"2,478",327,55
NY,19890,"2,677",467,97
NY,19920,"5,550",688,101
NY,30930,"6,992","1,178",214
NY,20010,"4,882",562,122
NY,20160,"12,864","2,327",96
NY,20040,"12,624","2,121",66
NY,20100,"73,410","10,648","1,919"
NY,20190,"14,237","2,388",190
NY,20220,"5,171",713,91
NY,20370,"17,014","2,759",145
NY,20400,"23,797","1,786",84
NY,20430,"4,377",584,77
NY,20460,"20,062","2,316",180
NY,20490,"79,205","11,795","1,637"
NY,20520,405,53,1
NY,20580,"8,467,513","1,252,210","296,697"
NY,20610,"5,124",663,77
NY,20640,"14,478","2,174",346
NY,20670,"7,336","1,216",221
NY,20700,"68,762","11,465","2,214"
NY,20730,417,42,4
NY,20760,"10,204","1,555",219
NY,20790,"5,330",846,155
NY,20820,"48,439","7,661","2,556"
NY,20850,"26,725","3,884",497
NY,20880,"24,716","4,568",206
NY,20910,"30,842","4,800",291
NY,20940,"26,631","2,106",76
NY,20970,"4,141",674,94
NY,00971,"42,869","6,331",450
NY,31410,"1,990",227,13
NY,21120,"13,659","1,215",29
NY,16980,"8,283","1,316",205
NY,21180,"7,395","1,196",67
NY,26370,"16,587","2,890",92
NY,21210,"58,641","9,216","1,053"
NY,21240,"30,351","3,992",622
NY,16960,"4,340",516,91
NY,30390,"6,151",802,120
NY,21250,"8,852","1,313",267
NY,21260,"6,159",863,202
NY,21270,"35,636","5,505",147
NY,21300,"2,826",382,61
NY,21330,"12,406","1,883",351
NY,21360,"6,364","1,037",220
NY,21480,"22,896","3,024",293
NY,21510,"5,022",848,138
NY,21570,"37,328","6,091",229
NY,21630,"5,407",773,162
NY,21660,"10,527","1,541",299
NY,21720,"15,125","2,401",570
NY,00013,"14,141","1,967",338
NY,21780,"19,285","1,656",293
NY,21810,"5,608",918,140
NY,21840,"15,198","1,675",250
NY,01107,"5,741",928,213
NY,21900,"34,121","5,505",245
NY,21960,"4,499",672,76
NY,22020,"36,731","5,232",657
NY,22050,"31,547","3,981",928
NY,29240,"6,142",776,133
NY,22170,"13,678","1,985",274
NY,22260,"4,846",732,148
NY,22290,"13,571","2,100",135
NY,21930,"1,948",181,10
NY,22380,"12,746","1,929",228
NY,22410,"3,353",575,129
NY,22440,"2,856",507,92
NY,22470,"51,803","7,270",543
NY,22500,"4,515",763,61
NY,22530,"8,719","1,245",98
NY,22560,"15,615","2,558",134
NY,22650,"24,074","3,342",677
NY,22680,"12,993","2,924",111
NY,08340,"6,790","1,028",147
NY,22710,"32,037","5,305",249
NY,22740,"15,095","2,241",340
NY,22770,"7,267",921,112
NY,22830,"12,329","1,944",336
NY,22890,"11,064","1,689",146
NY,22920,"11,463","1,795",307
NY,23010,"32,238","5,859",881
NY,23040,"8,478",997,120
NY,23070,"4,004",855,183
NY,23130,296,32,2
NY,23160,"34,893","6,465",234
NY,23190,"19,123","3,045",99
NY,23220,"30,347","5,247",141
NY,23280,"19,780","1,988",461
NY,23310,"9,370","1,589",55
NY,23340,"3,406",478,27
NY,23370,"3,967",589,116
NY,23430,"5,847",897,138
NY,23460,"34,645","5,323","1,036"
NY,23490,"7,656","1,099",41
NY,23520,"17,216","2,759",581
NY,23580,"32,325","5,770",303
NY,23640,"4,661",758,111
NY,23670,"13,753","1,452",210
NY,23760,"31,716","4,460","1,192"
NY,23790,"2,771",495,136
NY,23880,"5,852","1,014",185
NY,23970,616,89,12
NY,24000,"10,807","1,643",105
NY,24030,"22,925","3,484",367
NY,24060,"1,879",302,14
NY,24090,"6,305","1,295",235
NY,24120,132,2,0
NY,24150,"14,059","1,976",229
NY,24210,"5,296",869,161
NY,24240,"12,623","1,760",116
NY,24360,"2,876",423,57
NY,24420,"2,519",391,29
NY,24450,"9,159","1,174",268
NY,24480,"9,741","1,082",75
NY,24570,"3,638",486,106
NY,24660,"1,921",295,53
NY,24690,"41,965","5,927",624
NY,24750,"210,136","32,653","12,700"
NY,24780,"24,030","4,228",132
NY,24840,"17,459","2,900",145
NY,24900,"36,934","5,620","1,247"
NY,24930,"4,404",615,123
NY,24960,"16,657","2,090",278
NY,24990,"19,506","3,268",552
NY,25020,"1,790",232,27
NY,25050,"18,127","3,485",162
NY,00004,"20,845","3,207",378
NY,25110,"2,430",243,38
NY,25140,"8,836","1,420",177
NY,25170,"55,597","6,353",769
NY,25260,"15,391","3,459",97
NY,25290,"8,914","1,708",82
NY,25350,"81,615","12,555",526
NY,14880,"3,080",429,73
NY,25380,"8,547","1,189",70
NY,25410,740,125,7
NY,25440,"7,794","1,393",380
NY,25470,"3,780",578,126
NY,25500,"7,679","1,456",461
NY,25650,"5,399",831,153
NY,00009,"12,222","1,543",220
NY,25740,"11,550","1,254",156
NY,25770,"52,500","7,044",542
NY,25800,"20,511","2,680",329
NY,00002,"6,283","1,073",130
NY,25920,"18,503","2,857",74
NY,25950,"18,908","4,769",104
NY,25980,"14,651","2,111",180
NY,26010,"67,059","10,492","3,305"
NY,03060,"2,298",274,37
NY,26070,"6,129","1,029",63
NY,26100,"6,423",928,152
NY,26130,"2,123",218,39
NY,26160,"10,101","1,653",148
NY,26190,"2,105",334,69
NY,26310,"18,587","2,683",218
NY,26400,"16,030","2,542",61
NY,26430,"9,663","1,373",259
NY,26520,"122,781","9,444",533
NY,26580,"1,958",295,65
NY,26640,"3,254",352,25
NY,26670,"68,681","10,656",530
NY,26700,"8,192","1,312",236
NY,26730,"2,775",562,114
NY,26760,"12,231","2,008",213
NY,26840,"12,591","2,108",43
NY,26850,"7,317","1,020",236
NY,26880,"5,955",924,172
NY,26940,"8,563","1,414",96
NY,27060,"56,563","9,163",234
NY,27120,"7,181",998,187
NY,27150,"9,724","1,453",289
NY,27180,"20,476","3,149",110
NY,27210,"39,223","5,093",507
NY,00008,"29,054","4,373",396
NY,27240,"21,665","3,242",314
NY,27300,"39,360","6,040",461
NY,02340,"10,652","2,027",276
NY,27330,"2,436",309,54
NY,27360,"6,637","1,054",197
NY,27450,"21,143","3,115",204
NY,22140,"6,959","1,040",245
NY,27540,"13,636","1,937",121
NY,27570,"5,961",859,123
NY,27620,"6,606",775,64
NY,27660,"9,867","1,409",195
NY,06500,"8,851","1,444",96
NY,27750,"5,992","1,011",173
NY,27780,"23,868","3,945",358
NY,27900,"8,088","1,131",98
NY,12990,"12,887","1,882",171
NY,27990,"2,090",306,61
NY,28020,"2,510",260,61
NY,28050,"19,031","3,224",199
NY,28110,"7,796","1,129",102
NY,28140,"2,689",409,73
NY,28320,"30,956","5,688",672
NY,00023,"9,938","1,282",185
NY,28380,"10,075","1,634",191
NY,28500,"39,923","4,187",651
NY,28560,"35,245","6,867",278
NY,28590,"147,597","22,165","8,387"
NY,28620,"11,887","1,492",213
NY,07650,"7,443","1,009",139
NY,28200,"49,095","6,257",158
NY,28680,"5,334",654,124
NY,28710,"5,217",887,181
NY,28740,"15,073","2,059",302
NY,28800,"2,189",210,38
NY,28890,"6,155",975,150
NY,28950,"41,730","4,994","1,418"
NY,28980,"7,189","1,090",124
NY,29070,"3,694",504,40
NY,29040,"7,807","1,191",79
NY,29130,"5,736",934,99
NY,29160,"5,420",731,110
NY,29190,"3,550",337,24
NY,00019,"5,279",890,214
NY,28650,"20,130","2,831",363
NY,29250,"5,892",925,115
NY,10710,"31,305","4,483",709
NY,29280,"44,308","6,489",845
NY,29370,"64,762","11,464","3,811"
NY,29400,"10,051","1,528",85
NY,19680,"28,012","4,869",404
NY,29520,"64,144","5,004",352
NY,29430,"30,083","2,232",151
NY,29460,"15,437","1,229",110
NY,29490,"18,625","1,499",148
NY,22200,"1,616",309,56
NY,29610,"32,568","4,023",283
NY,29640,"26,820","4,740",255
NY,29670,"7,729","1,283",59
NY,29760,952,122,9
NY,29790,"22,687","3,161",332
NY,29820,"6,480",840,184
NY,29850,"17,605","3,132",75
NY,29880,"75,962","11,496",785
NY,29910,"5,519",783,162
NY,29940,"6,574",883,98
NY,29970,"23,644","4,154",248
NY,30030,"25,996","5,137",596
NY,30060,"5,801",851,102
NY,00014,"11,660","1,850",317
NY,30120,"29,698","4,530","1,113"
NY,30160,"5,307",804,128
NY,30210,"11,435","1,618",425
